#,Book Title,ISBN,Product Form,Language,Applicant Type,Name of Publishing Agency/Publisher,Imprint,Name of Author/Editor,Publication Date
296,Shantanaba Mananku Nei(Edition1st Edition),978-93-49978-62-1,Book,Oriya,Publisher,Barsha Publication,,Santosh Tripathy,01/05/2026
297,In Search of Answers: Indian Women's Voices from Manushi,978-93-7451-965-3,E-book reader,English,Publisher,Manohar Publishers and Distributors,,Madhu Kishwar and Ruth Vanita,30/04/2026
298,"बीजगणित, आव्यूह एवं ज्यामितीय संरचनाएँ(Edition1st Edition)",978-93-7922-951-9,Book,Hindi,Publisher,Tricolour Books,Bhasha Prakashan,निश्चल राठौर,14/04/2026
299,आधारभूत गणितीय कौशल(Edition1st Edition),978-93-7922-145-2,Book,Hindi,Publisher,Tricolour Books,Bhasha Prakashan,निश्चल राठौर,14/04/2026
300,ENGINEERING SYNERGY ACROSS DIVERSE DOMAINS,978-93-7085-422-2,Book,English,Publisher,Skyline Global Publications,,1.Dr.B.Shadaksharappa 2.Dr.Smitha J A 3.Dr.C.Valarmathi 4.Dr.Karthika K,01/04/2026
301,Saanso mein piroi khamoshi,978-81-685641-4-5,Paperback / softback,Hindi,Publisher,Shashwat Publication,,Suvad Parate 'Shashwat',13/04/2026
302,परिमाणात्मक विश्लेषण: सांख्यिकी और निर्णय मॉडल(Edition1st Edition),978-93-7922-006-6,Book,Hindi,Publisher,Tricolour Books,Bhasha Prakashan,निश्चल राठौर,14/04/2026
303,Machine Learning to Gen AI Agents,978-93-7335-200-8,Paperback / softback,English,Publisher,Evincepub Publishing,Evincepub Publishing,Prashant Kumar,13/04/2026
304,आपदा अध्ययन: जोखिम न्यूनीकरण और पुनर्विकास(Edition1st Edition),978-93-7922-919-9,Book,Hindi,Publisher,Tricolour Books,Bhasha Prakashan,अविरल सिंह,14/04/2026
305,प्राचीन भारत की आर्थिक प्रणाली(Edition1st Editon),978-93-7922-478-1,Book,Hindi,Publisher,Tricolour Books,Bhasha Prakashan,यतिन शरद,14/04/2026
306,"गणितीय तर्क, आव्यूह और विश्लेषण(Edition1st Edition)",978-93-7922-789-8,Book,Hindi,Publisher,Tricolour Books,Bhasha Prakashan,निश्चल राठौर,14/04/2026
307,पोषण विज्ञान और पाक प्रबंधन(Edition1st Edition),978-93-7922-878-9,Book,Hindi,Publisher,Tricolour Books,Bhasha Prakashan,रीता वर्मा,14/04/2026
308,आर्थिक सिद्धांत: परंपरा से आधुनिकता तक(Edition1st Edition),978-93-7922-911-3,Book,Hindi,Publisher,Tricolour Books,Bhasha Prakashan,यतिन शरद,14/04/2026
309,Web of Betrayal : Shadows of Disappearance,978-93-7984-570-2,Paperback / softback,English,Publisher,Nasadiya Technologies Private Limited,IndiePress,Harshal Patil,24/04/2026
310,आतिथ्य उद्योग में विपणन अर्थशास्त्र(Edition1st Edition),978-93-7922-087-5,Book,Hindi,Publisher,Tricolour Books,Bhasha Prakashan,यतिन शरद,14/04/2026
311,Last tear into light,978-93-7984-743-0,Paperback / softback,English,Publisher,Nasadiya Technologies Private Limited,IndiePress,Anita,24/04/2026
312,THE AI BLUEPRINT,978-93-7335-013-4,Paperback / softback,English,Publisher,Evincepub Publishing,,"ADITYA NATH MISHRA, DR. YOGENDRA KUMAR SINGH, VIPIN KUMAR, KHEMENDRA KUMAR GANGWAR",13/04/2026
313,पर्यावरणीय अर्थव्यवस्था और सतत विकास(Edition1st Edition),978-93-7922-339-5,Book,Hindi,Publisher,Tricolour Books,Bhasha Prakashan,यतिन शरद,14/04/2026
314,व्यापार गणित और आर्थिक अनुप्रयोग(Edition1st Edition),978-93-7922-698-3,Book,Hindi,Publisher,Tricolour Books,Bhasha Prakashan,यतिन शरद,14/04/2026
315,Assessment for Holistic Learning,978-93-6389-658-1,Paperback / softback,English,Publisher,KUNAL BOOKS,,Dr. Ramakanta Mohalik and Dr. Diptansu Bhusan Pati,13/04/2026
316,सूचना अधिकार और सहभागी विकास(Edition1st Edition),978-93-7922-528-3,Book,Hindi,Publisher,Tricolour Books,Bhasha Prakashan,प्रो. हिमांशु भारद्वाज,14/04/2026
317,Justice written in the absence of Law,978-93-7686-277-1,Hardback,English,Publisher,Astitva Prakashan,,A M Iktear Uddin ( Anik),13/04/2026
318,अनुप्रयुक्त व्यावसायिक अर्थशास्त्र(Edition1st Edition),978-93-7922-136-0,Book,Hindi,Publisher,Tricolour Books,Bhasha Prakashan,प्रो. हिमांशु भारद्वाज,14/04/2026
319,Justice written in the absence of Law,978-93-7686-123-1,Paperback / softback,English,Publisher,Astitva Prakashan,,A M Iktear Uddin ( Anik),13/04/2026
320,भारतीय आर्थिक संरचना और विकास पथ(Edition1st Edition),978-93-7922-268-8,Book,Hindi,Publisher,Tricolour Books,Bhasha Prakashan,प्रो. हिमांशु भारद्वाज,14/04/2026
321,The Light of Righteousness,978-93-7335-699-0,Paperback / softback,Telugu,Publisher,Evincepub Publishing,,Dr .A. Rajendra Prasad Rao,13/04/2026
322,सूक्ष्म अर्थशास्त्र: बाजार व्यवहार और निर्णय प्रक्रिया(Edition1st Edition),978-93-7922-564-1,Book,Hindi,Publisher,Tricolour Books,Bhasha Prakashan,प्रो. हिमांशु भारद्वाज,14/04/2026
323,Spiritual Intelligence for Results,978-93-7217-852-4,Paperback / softback,English,Publisher,Pendown Press LLP,,Alfredo Culebro,13/04/2026
324,Spiritual Intelligence for Results,978-93-7217-728-2,E-book reader,English,Publisher,Pendown Press LLP,,Alfredo Culebro,13/04/2026
325,Golf Course to Boardroom,978-93-7217-900-2,E-book reader,English,Publisher,Pendown Press LLP,,Ashvini Kumar,13/04/2026
326,Golf Course to Boardroom,978-93-7217-474-8,Paperback / softback,English,Publisher,Pendown Press LLP,,Ashvini Kumar,13/04/2026
327,समष्टि अर्थव्यवस्था: विकास और नीति दृष्टि(Edition1st Edition),978-93-7922-329-6,Book,Hindi,Publisher,Tricolour Books,Bhasha Prakashan,प्रो. हिमांशु भारद्वाज,14/04/2026
328,No Room for Error,978-93-7217-310-9,E-book reader,English,Publisher,Pendown Press LLP,,Vaanya Patni,13/04/2026
329,No Room for Error,978-93-7217-170-9,Paperback / softback,English,Publisher,Pendown Press LLP,,Vaanya Patni,13/04/2026
330,The Price of the Chair,978-93-7217-453-3,Hardback,English,Publisher,Pendown Press LLP,,PolicyBazaar for Business,13/04/2026
331,The Price of the Chair,978-93-7217-350-5,E-book reader,English,Publisher,Pendown Press LLP,,PolicyBazaar for Business,13/04/2026
332,Electrical Measurements and Instrumentation Systems,978-93-7361-491-5,Book,English,Publisher,Alpha International Publication,,Mr. Uttam Kumar Das Abhilash Ghosh Dr. Gopal Chandra Mahato Dr. M. Tamilarasi,01/04/2026
333,The Price of the Chair,978-93-7217-120-4,Paperback / softback,English,Publisher,Pendown Press LLP,,PolicyBazaar for Business,13/04/2026
334,Finite element Analysis,978-93-7361-024-5,Book,English,Publisher,Alpha International Publication,,DHIVAKAR POOSAPADI Dr.P.Booma Devi Dr.M.Thirumalaimuthukumaran Prof.A.Thanikasalam,01/04/2026
335,Don't Buy Your First Home Until You Read This,978-93-7217-266-9,E-book reader,English,Publisher,Pendown Press LLP,,Rohit Virmani,13/04/2026
336,सरदार पटेल: राष्ट्रीय एकीकरण की गाथा(Edition1st Edition),978-93-7922-742-3,Book,Hindi,Publisher,Tricolour Books,Bhasha Prakashan,अरविंद सेठी,14/04/2026
337,Don't Buy Your First Home Until You Read This,978-93-7217-211-9,Paperback / softback,English,Publisher,Pendown Press LLP,,Rohit Virmani,13/04/2026
338,समुदाय आधारित - सार्वजानिक स्वास्थ्य आपातकाल और आपदा प्रबंधन प्रथम स्तर ( टियर- 1) प्रतिभागी मार्गदर्शिका,978-81-69202-79-4,Book,Hindi,Publisher,National Institute of Disaster Management,,"डॉ. आमिर अली खान, प्रो. सूर्य प्रकाश गुप्ता ,डॉ. हिमांशु चौहान , डॉ. रजत गर्ग",17/04/2026
339,अम्बेडकरवादी आंदोलन और सामाजिक न्याय(Edition1st Edition),978-93-7922-563-4,Book,Hindi,Publisher,Tricolour Books,Bhasha Prakashan,अरविंद सेठी,14/04/2026
340,"गांधी चिंतन: जीवन, संघर्ष और अहिंसा दर्शन(Edition1st Edition)",978-93-7922-616-7,Book,Hindi,Publisher,Tricolour Books,Bhasha Prakashan,अरविंद सेठी,14/04/2026
341,डॉ. राजेन्द्र प्रसाद: संविधान निर्माण और राष्ट्र सेवा(Edition1st Edition),978-93-7922-707-2,Book,Hindi,Publisher,Tricolour Books,Bhasha Prakashan,अरविंद सेठी,14/04/2026
342,Ghrelin Hormone in Periodontal Health and Disease,978-93-7185-947-9,Book,English,Publisher,Deep Science Publishing,,"Saniya Jamil, Babitha G A,Avinash Kumar Singh, Jerifa Parbin Bhuyan Keerthi Reddy",13/04/2026
343,Ghrelin Hormone in Periodontal Health and Disease,978-93-7185-736-9,Digital download and online,English,Publisher,Deep Science Publishing,,"Saniya Jamil, Babitha G A,Avinash Kumar Singh, Jerifa Parbin Bhuyan Keerthi Reddy",13/04/2026
344,X C,978-93-7668-994-1,Paperback / softback,English,Publisher,Sweta Manish Samota,Lumina Books,Piyush Mahiskey,13/04/2026
345,TRISHUL,978-93-7668-590-5,Paperback / softback,English,Publisher,Sweta Manish Samota,Lumina Books,SUSHMITA SAMMI,13/04/2026
346,A DAILY AWARENESS & GRATITUDE JOURNAL: 365 Your True Companion,978-93-47391-92-7,Paperback / softback,English,Publisher,TRUTH AND SOCIAL PUBLICATION,,PRATEEKSHA HOSAPATTANKAR,13/04/2026
347,"Digital Entrepreneurship (for 4th sem., BBA, Bangalore uni, SEP)",978-93-7105-018-0,Paperback / softback,English,Publisher,HIMALAYA PUBLISHING HOUSE PVT. LTD.,Himalaya Publishing House Pvt. Ltd.,"H R Appannaiah, Madhu S and Swapna H R",09/04/2026
348,"THE PARASITE WITHIN :HOW SELF -WORSHIPPING POLITICS FED ON INDIA,S SOUL",978-93-7884-272-6,Paperback / softback,English,Publisher,STAR NATIONAL PRODUCTIONS,,SUDIPTA KUMAR PATRA,21/07/2026
349,Subhash Parv,978-81-999478-2-5,Book,Marathi,Publisher,Kothavale Prakashan,,Vijayraj Bodhankar,02/05/2026
350,The Future of Engineering Innovation: Smart Technologies and Advanced Design@2026 Volume-IVth,978-93-7143-129-3,Book,English,Publisher,Chyren Publication,,"Ms. Shravani Mathur, ,Dr. Manali Gupta, DR. SONIA ARORA, DR. PRAKRITI RAO",30/04/2026
351,Living in Love: Navigating the Live-in Relationship Landscape ( Set of 2 Vols),978-93-6389-049-7,Hardback,English,Publisher,KUNAL BOOKS,,Prof. (Dr.) Raj Kumar Nayak and Birbhadra Karkidholi,13/04/2026
352,Statistics Major Paper VII(EditionFirst Edition),978-81-69103-43-5,Book,English,Publisher,Phadke Prakashan,Phadke Prakashan,Potdar Patil Kalagonda Dorugade,15/04/2026
353,Dynamics of Machines,978-93-7085-697-4,Book,English,Publisher,Skyline Global Publications,,Dr. T. S. Senthil Dr. B. Chinna Ankanna Dr. V. Pandyaraj Dr. A. Thanikasalam,01/04/2026
354,The Algorithm of Love,978-93-7810-887-7,Paperback / softback,English,Publisher,Brown Books Publication,,Chandratapa Devi,13/04/2026
355,Mechanical Oscillations and Sound Waves,978-93-7226-923-9,Digital download and online,English,Publisher,Atlantic Publishers & Distributors Private Limited,Atlantic Books,"Nikhil Ranjan Roy, Rakesh Kumar Pandey",23/04/2026
356,Statics,978-93-7226-625-2,Digital download and online,English,Publisher,Atlantic Publishers & Distributors Private Limited,Atlantic Books,Hari Kishan,23/04/2026
357,Dynamics,978-93-7226-980-2,Digital download and online,English,Publisher,Atlantic Publishers & Distributors Private Limited,Atlantic Books,Hari Kishan,23/04/2026
358,T.S. Eliot: A Critical Study,978-93-7226-018-2,Digital download and online,English,Publisher,Atlantic Publishers & Distributors Private Limited,Atlantic Books,A.N. Dwivedi,23/04/2026
359,Applied Laser Physics and Engineering Applications,978-93-47652-15-8,E-book reader,English,Publisher,Cogniverse Press,,"Dr. K. Gayathri, Dr. K. Anandan",16/04/2026
360,Applied Laser Physics and Engineering Applications,978-93-47652-12-7,Book,English,Publisher,Cogniverse Press,,"Dr. K. Gayathri, Dr. K. Anandan",16/04/2026
361,Nanomaterials: Fundamentals and Applications,978-93-47652-79-0,E-book reader,English,Publisher,Cogniverse Press,,"Ms. L. Abinaya, Dr. K. Gayathri,Dr. K. Anandan",16/04/2026
362,Nanomaterials: Fundamentals and Applications,978-93-47652-42-4,Book,English,Publisher,Cogniverse Press,,"Ms. L. Abinaya, Dr. K. Gayathri,Dr. K. Anandan",16/04/2026
363,Fundamentals of Laser Physics and Optical Processes,978-93-47652-13-4,E-book reader,English,Publisher,Cogniverse Press,,"Dr. K. Gayathri, Dr. K. Anandan",16/04/2026
364,Fundamentals of Laser Physics and Optical Processes,978-93-47652-23-3,Book,English,Publisher,Cogniverse Press,,"Dr. K. Gayathri, Dr. K. Anandan",16/04/2026
365,Water Pollution and Advanced Nanotechnology Solutions,978-93-47652-28-8,E-book reader,English,Publisher,Cogniverse Press,,Dr. K. Anandan,16/04/2026
366,Water Pollution and Advanced Nanotechnology Solutions,978-93-47652-57-8,Book,English,Publisher,Cogniverse Press,,Dr. K. Anandan,16/04/2026
367,Fundamentals of Optics for Engineering Physics,978-93-47652-55-4,E-book reader,English,Publisher,Cogniverse Press,,"Dr. T. U. Jeevitha, Dr. P. Vani",16/04/2026
368,Fundamentals of Optics for Engineering Physics,978-93-47652-07-3,Book,English,Publisher,Cogniverse Press,,"Dr. T. U. Jeevitha, Dr. P. Vani",16/04/2026
369,GRAMIN JEEVAN SANSKAR MANUSKI OOD,978-81-69413-79-4,Book,Marathi,Publisher,SITA PUBLICATION,,SHANKAR GHANSHAMDAS ANDANI,30/05/2026
370,Mathematics Minor Paper VIII(EditionFirst Edition),978-81-69103-64-0,Book,English,Publisher,Phadke Prakashan,Phadke Prakashan,B P Jadhav S N Golgire,15/04/2026
371,BAAP AYUSHYACHA ADHARSTAMB,978-81-69413-33-6,Book,Marathi,Publisher,SITA PUBLICATION,,SHANKAR GHANSHAMDAS ANDANI,30/05/2026
372,stree jeevancha adhar,978-81-69413-30-5,Book,Marathi,Publisher,SITA PUBLICATION,,SHANKAR GHANSHAMDAS ANDANI,30/05/2026
373,STREE JEEVAN JANANI ANNAPURNA SAHLAXMI,978-81-69413-99-2,Book,Marathi,Publisher,SITA PUBLICATION,,"SHANKAR GHANSHAMMDAS ANDANI, MRS SHARADHA KOLHATKAR",30/05/2026
374,Historia de la Conquista de la Habana (1762),978-93-0933-275-3,Book,English,Publisher,Alpha Editions,,Pedro José Guiteras,30/04/2026
375,Cosmografía,978-93-0933-594-5,Book,English,Publisher,Alpha Editions,,Amédée Guillemin,30/04/2026
376,"Historia del Paraguay, Río de La Plata y Tucumán",978-93-0933-415-3,Book,English,Publisher,Alpha Editions,,José Guevara,30/04/2026
377,Del Plata al Niagara,978-93-0933-005-6,Book,English,Publisher,Alpha Editions,,Paul Groussac,30/04/2026
378,El criticón (tomo 2 de 2),978-93-0933-171-8,Book,English,Publisher,Alpha Editions,,"Baltasar Gracián y Morales, (Editor Julio Cejador y Frauca)",30/04/2026
379,El criticón (tomo 1 de 2),978-93-0933-298-2,Book,English,Publisher,Alpha Editions,,"Baltasar Gracián y Morales, (Editor Julio Cejador y Frauca)",30/04/2026
380,Historia de la guerra del Peloponeso (2 de 2),978-93-0933-053-7,Book,English,Publisher,Alpha Editions,,"Thucydides, (Translator Diego Gracián)",30/04/2026
381,Historia de la guerra del Peloponeso (1 de 2),978-93-0933-445-0,Book,English,Publisher,Alpha Editions,,"Thucydides, (Translator Diego Gracián)",30/04/2026
382,Fábulas y cuentos en verso Selección,978-93-0933-772-7,Book,English,Publisher,Alpha Editions,,María Goyri,30/04/2026
383,Contigo Pan y Cebolla,978-93-0933-149-7,Book,English,Publisher,Alpha Editions,,"Manuel Eduardo de Gorostiza, (Editor Elizabeth McGuire)",30/04/2026
384,Trail Smoke Part III,978-93-0933-938-7,Book,English,Publisher,Alpha Editions,,Ernest Haycox,30/04/2026
385,Adhesiones á la Venta de los Ferro-carriles de la Provincia,978-93-0933-207-4,Book,English,Publisher,Alpha Editions,,Manuel B. Gonnet,30/04/2026
386,Dramas (1 de 2) Hernani El Rey se divierte Los Burgraves,978-93-0933-262-3,Book,English,Publisher,Alpha Editions,,"Victor Hugo, (Translator Cecilio Navarro)",30/04/2026
387,"Comedias El remedio en la desdicha El mejor alcalde, el rey",978-93-0933-726-0,Book,English,Publisher,Alpha Editions,,Lope de Vega,30/04/2026
388,La quinta de Palmyra (Novela grande),978-93-0933-659-1,Book,English,Publisher,Alpha Editions,,Ramón Gómez de la Serna,30/04/2026
389,Sab (novela original),978-93-0933-865-6,Book,English,Publisher,Alpha Editions,,Gertrudis Gómez de Avellaneda,30/04/2026
390,Fausto Primera parte,978-93-0933-285-2,Book,English,Publisher,Alpha Editions,,"Johann Wolfgang von Goethe, (Translator Teodoro Llorente)",30/04/2026
391,Diccionario Bagobo-Español,978-93-0933-085-8,Book,English,Publisher,Alpha Editions,,Mateo Gisbert,30/04/2026
392,20 poemas para ser leídos en el tranvía,978-93-0933-737-6,Book,English,Publisher,Alpha Editions,,Oliverio Girondo,30/04/2026
393,El señor de Bembibre,978-93-0933-577-8,Book,English,Publisher,Alpha Editions,,Enrique Gil y Carrasco,30/04/2026
394,Vida de Cervantes,978-93-0933-067-4,Book,English,Publisher,Alpha Editions,,Gregorio Mayans y Siscar,30/04/2026
395,MAITRI DRUDBHANDANACHA DHAGA,978-81-69413-94-7,Book,Marathi,Publisher,SITA PUBLICATION,,SHANKAR GHANSHAMDAS ANDANI,30/05/2026
396,Tirso de Molina,978-93-0933-116-9,Book,English,Publisher,Alpha Editions,,"Tirso de Molina, (Editor Samuel Gili Gaya)",30/04/2026
397,"Páginas sevillanas Sucesos Históricos, Personajes Célebres, Monumentos Notables, Tradiciones Populares, Cuentos Viejos, Leyendas y Curiosidades.",978-93-0933-475-7,Book,English,Publisher,Alpha Editions,,"Manuel Chaves Rey, (Contributor José Gestoso y Pérez)",30/04/2026
398,Curiosidades antiguas sevillanas (serie segunda),978-93-0933-247-0,Book,English,Publisher,Alpha Editions,,José Gestoso y Pérez,30/04/2026
399,El anacronópete Viaje a China Metempsicosis,978-93-0933-860-1,Book,English,Publisher,Alpha Editions,,Enrique Gaspar,30/04/2026
400,"Nuevo plan de fronteras de la provincia de Buenos Aires, proyectado en 1816",978-93-0933-918-9,Book,English,Publisher,Alpha Editions,,Pedro Andrés García,30/04/2026
401,"Diario de un viage a Salinas Grandes, en los campos del sud de Buenos Aires",978-93-0933-788-8,Book,English,Publisher,Alpha Editions,,Pedro Andrés García,30/04/2026
402,Diario de la expedicion de 1822 a los campos del sud de Buenos Aires Desde Moron hasta la Sierra de la Ventana,978-93-0933-536-5,Book,English,Publisher,Alpha Editions,,"Pedro Andrés García, José Maria de los Reyes",30/04/2026
403,Romancero gitano,978-93-0933-106-0,Book,English,Publisher,Alpha Editions,,Federico García Lorca,30/04/2026
404,Libro de poemas,978-93-0933-162-6,Book,English,Publisher,Alpha Editions,,Federico García Lorca,30/04/2026
405,Heaths Modern Language Series El trovador,978-93-0933-964-6,Book,English,Publisher,Alpha Editions,,Antonio García Gutiérrez,30/04/2026
406,Un año en quince minutos pieza en un acto,978-93-0933-437-5,Book,English,Publisher,Alpha Editions,,Manuel García González,30/04/2026
407,"La fee triunfante en quatro autos Celebrados en Mallorca por el Santo Oficio de la Inquisición en que han salido ochenta y ocho reos, y de treinta y siete relajados sólo hubo tres pertinaces.",978-93-0933-657-7,Book,English,Publisher,Alpha Editions,,Francisco Garau,30/04/2026
408,Nacha Regules Novela,978-93-0933-863-2,Book,English,Publisher,Alpha Editions,,Manuel Gálvez,30/04/2026
409,"Tragicomedia de Lisandro y Roselia llamada Elicia, y por otro nombre cuarta obra y tercera Celestina.",978-93-0933-165-7,Book,English,Publisher,Alpha Editions,,"Sancho de Muñón, (Editor José León Sancho Rayón, marqués de la Feliciano Ramírez de Arellano Fuensanta del Valle)",30/04/2026
410,Libro intitulado El cortesano. Libro de motes de damas y caballeros,978-93-0933-407-8,Book,English,Publisher,Alpha Editions,,"Luis Milán, (Editor José León Sancho Rayón, marqués de la Feliciano Ramírez de Arellano Fuensanta del Valle)",30/04/2026
411,kutumb vishwas prem apulki,978-81-69413-70-1,Book,Marathi,Publisher,SITA PUBLICATION,,SHANKAR GHANSHAMDAS ANDANI,30/05/2026
412,"Comentario del coronel Francisco Verdugo, de la guerra de Frisia, en xiv años que fue gobernador y capitan general de aquel estado y ejercito por el rey don Felipe II, nuestro señor",978-93-0933-056-8,Book,English,Publisher,Alpha Editions,,"Francisco Verdugo, (Editor José León Sancho Rayón, marqués de la Feliciano Ramírez de Arellano Fuensanta del Valle)",30/04/2026
413,Comedias inéditas,978-93-0933-385-9,Book,English,Publisher,Alpha Editions,,"Lope de Vega, (Editor José León Sancho Rayón, marqués de la Feliciano Ramírez de Arellano Fuensanta del Valle)",30/04/2026
414,"Comedia llamada Selvagia, Comedia Serafina",978-93-0933-380-4,Book,English,Publisher,Alpha Editions,,"Editor Alonso de Villegas, José León Sancho Rayón, Fuensanta del Valle, Feliciano Ramírez de Arellano",30/04/2026
415,Cancionero de Lope de Stúñiga Códice del siglo XV.,978-93-0933-140-4,Book,English,Publisher,Alpha Editions,,"Editor Fuensanta del Valle, Feliciano Ramírez de Arellano, marqués de la, José León Sancho Rayón, (Contributor active 15th century Lope de Stúñiga)",30/04/2026
416,Fiebre de amor (Dominique),978-93-0933-607-2,Book,English,Publisher,Alpha Editions,,Eugène Fromentin,30/04/2026
417,La Tosca Drama trágico en cuatro actos divididos en cinco cuadros,978-93-0933-109-1,Book,English,Publisher,Alpha Editions,,"Victorien Sardou, (Translator José Francos Rodríguez, Félix González Llana)",30/04/2026
418,La letra escarlata novela escrita en inglés,978-93-0933-025-4,Book,English,Publisher,Alpha Editions,,"Nathaniel Hawthorne, (Translator Sellén Francisco)",30/04/2026
419,Coplas por la muerte de su padre,978-93-0933-060-5,Book,English,Publisher,Alpha Editions,,Jorge Manrique,30/04/2026
420,México tal cual es,978-93-0933-121-3,Book,English,Publisher,Alpha Editions,,Carlo de Fornaro,30/04/2026
421,Cosas de España tomo 2 (El país de lo imprevisto),978-93-0933-617-1,Book,English,Publisher,Alpha Editions,,"Richard Ford, (Translator Enrique de Mesa y Rosales)",30/04/2026
422,Cosas de España tomo 1 (El país de lo imprevisto),978-93-0933-449-8,Book,English,Publisher,Alpha Editions,,"Richard Ford, (Translator Enrique de Mesa y Rosales)",30/04/2026
423,La Odisea,978-93-0933-588-4,Book,English,Publisher,Alpha Editions,,"Homer, (Translator Luis Segalá y Estalella)",30/04/2026
424,La Novela de un Joven Pobre,978-93-0933-213-5,Book,English,Publisher,Alpha Editions,,Octave Feuillet,30/04/2026
425,Honor de artista,978-93-0933-155-8,Book,English,Publisher,Alpha Editions,,Octave Feuillet,30/04/2026
426,Historia de una parisiense,978-93-0933-428-3,Book,English,Publisher,Alpha Editions,,Octave Feuillet,30/04/2026
427,Socialismo y ciencia positiva (Darwin-Spencer-Marx),978-93-0933-954-7,Book,English,Publisher,Alpha Editions,,"Enrico Ferri, (Translator Roberto Jorge Payró)",30/04/2026
428,La vieja verde Estudios al natural,978-93-0933-798-7,Book,English,Publisher,Alpha Editions,,Manuel Fernández y González,30/04/2026
429,Los monfíes de las Alpujarras novela original,978-93-0933-684-3,Book,English,Publisher,Alpha Editions,,Manuel Fernández y González,30/04/2026
430,"El manco de Lepanto episodio de la vida del príncipe de los ingenios, Miguel de Cervantes-Saavedra",978-93-0933-686-7,Book,English,Publisher,Alpha Editions,,Manuel Fernández y González,30/04/2026
431,El infierno del amor leyenda fantastica,978-93-0933-282-1,Book,English,Publisher,Alpha Editions,,Manuel Fernández y González,30/04/2026
432,"Historia de los siete murciélagos, leyenda árabe",978-93-0933-497-9,Book,English,Publisher,Alpha Editions,,Manuel Fernández y González,30/04/2026
433,Los hermanos Plantagenet,978-93-0933-050-6,Book,English,Publisher,Alpha Editions,,Manuel Fernández y González,30/04/2026
434,El cocinero de su majestad Memorias del tiempo de Felipe III,978-93-0933-048-3,Book,English,Publisher,Alpha Editions,,Manuel Fernández y González,30/04/2026
435,Amparo (Memorias de un loco),978-93-0933-293-7,Book,English,Publisher,Alpha Editions,,Manuel Fernández y González,30/04/2026
436,La alhambra leyendas árabes,978-93-0933-762-8,Book,English,Publisher,Alpha Editions,,Manuel Fernández y González,30/04/2026
437,Antología portorriqueña Prosa y verso,978-93-0933-081-0,Book,English,Publisher,Alpha Editions,,Manuel Fernández Juncos,30/04/2026
438,Relacion historial de las misiones de indios chiquitos que en el Paraguay tienen los padres de la Compañía de Jesús,978-93-0933-719-2,Book,English,Publisher,Alpha Editions,,Juan Patricio Fernández,30/04/2026
439,Volvoreta,978-93-0933-241-8,Book,English,Publisher,Alpha Editions,,Wenceslao Fernández-Flórez,30/04/2026
440,"La nao Santa María memória de la Comisión arqueológica ejecutiva, 1892",978-93-0933-505-1,Book,English,Publisher,Alpha Editions,,Contributor Cesáreo Fernández Duro,30/04/2026
441,Estudios históricos del reinado de Felipe II,978-93-0933-574-7,Book,English,Publisher,Alpha Editions,,Cesáreo Fernández Duro,30/04/2026
442,El sí de las niñas,978-93-0933-643-0,Book,English,Publisher,Alpha Editions,,Leandro Fernández de Moratín,30/04/2026
443,Hamlet Drama en cinco actos,978-93-0933-892-2,Book,English,Publisher,Alpha Editions,,"William Shakespeare, (Translator Leandro Fernández de Moratín)",30/04/2026
444,Comedias escogidas,978-93-0933-129-9,Book,English,Publisher,Alpha Editions,,Leandro Fernández de Moratín and Molière,30/04/2026
445,El Quijote apócrifo,978-93-0933-273-9,Book,English,Publisher,Alpha Editions,,Alonso Fernández de Avellaneda,30/04/2026
446,Diccionario Español-Bisaya Segunda edición,978-93-0933-632-4,Book,English,Publisher,Alpha Editions,,Juan Félix de la Encarnación,30/04/2026
447,"Los Puritanos, y otros cuentos",978-93-0933-476-4,Book,English,Publisher,Alpha Editions,,"Armando Palacio Valdés, (Editor William Thomas Faulkner)",30/04/2026
448,Descripción de la Patagonia y de las Partes Adyacentes de la América Meridional,978-93-0933-770-3,Book,English,Publisher,Alpha Editions,,Thomas Falkner,30/04/2026
449,Cuentos ilustrados,978-93-0933-620-1,Book,English,Publisher,Alpha Editions,,Nilo María Fabra,30/04/2026
450,Obras dramáticas de Eurípides (3 de 3),978-93-0933-381-1,Book,English,Publisher,Alpha Editions,,"Euripides, (Eduardo de Mier)",30/04/2026
451,Obras dramáticas de Eurípides (2 de 3),978-93-0933-167-1,Book,English,Publisher,Alpha Editions,,"Euripides, (Eduardo de Mier)",30/04/2026
452,Obras dramáticas de Eurípides (1 de 3),978-93-0933-118-3,Book,English,Publisher,Alpha Editions,,"Euripides, (Eduardo de Mier)",30/04/2026
453,Novelas y cuentos,978-93-0933-976-9,Book,English,Publisher,Alpha Editions,,Serafín Estébanez Calderón,30/04/2026
454,"Discursos sobre el arte del dançado y sus exelencias y primer origen, reprobando las acciones deshonestas",978-93-0933-026-1,Book,English,Publisher,Alpha Editions,,Juan de Esquivel Navarro,30/04/2026
455,El Estudiante de Salamanca and Other Selections,978-93-0933-495-5,Book,English,Publisher,Alpha Editions,,"José de Espronceda, (Editor George Tyler Northup)",30/04/2026
456,El proletario en España y el Negro en Cuba,978-93-0933-089-6,Book,English,Publisher,Alpha Editions,,Ramón J. Espinosa,30/04/2026
457,Vida del escudero Marcos de Obregón,978-93-0933-395-8,Book,English,Publisher,Alpha Editions,,Vicente Espinel,30/04/2026
